donor;recipient;amount;project title;;Settings;;;;;;;;;;;;;;
Canada;Afghanistan;0,414518249;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,002462796;Promoting Participatory Action Research on Climate Change Adaptation in Africa through Structured Learning;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,034677416;Phase 3 appui aux;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,056080781;Synthesizing Learning on Adaptation to Climate Change;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,008139749;African Climate Change Fellowship;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,005562162;Promoting Participatory;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,040440805;UNFCCC COP 17 African Group preparatory meeting translation;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,274990154;Knowledge Sharing for Climate Change Adaptation in Africa : 2010-2012 and beyond;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,012018363;Technical Expert Network for High Quality Scientific Publications on Climate Change Adaptation;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,250382556;Climate Change Adaptation Research Fellowships;;;;;;;;;;;;;;;;
Canada;Africa, regional;0,048407294;Climate Finance Tracking Workshops;;;;;;;;;;;;;;;;
Canada;Algeria;0,001281959;Water, Health and Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
Canada;America, regional;0,573956636;Climate Change, Agriculture and Food Security Challenge Program - 2010 / Programme pionnier Changements climatiques, agriculture et scurit alimentaire - 2010;;;;;;;;;;;;;;;;
Canada;America, regional;1,987937344;Support to the IFAD Adaptation for Smallholder Agriculture Programme 2012 / Appui au Programme d'adaptation de l'agriculture paysanne du FIDA 2012;;;;;;;;;;;;;;;;
Canada;Angola;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Asia, regional;1,721869908;Climate Change, Agriculture and Food Security Challenge Program - 2010 / Programme pionnier Changements climatiques, agriculture et scurit alimentaire - 2010;;;;;;;;;;;;;;;;
Canada;Asia, regional;4,96984336;Support to the IFAD Adaptation for Smallholder Agriculture Programme 2012 / Appui au Programme d'adaptation de l'agriculture paysanne du FIDA 2012;;;;;;;;;;;;;;;;
Canada;Asia, regional;0,250382556;Climate Change Adaptation Research Fellowships;;;;;;;;;;;;;;;;
Canada;Bangladesh;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Benin;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Bhutan;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Bilateral, unspecified;0,40559287;Climate Change and Water Award Program : Adaptation H20;;;;;;;;;;;;;;;;
Canada;Bilateral, unspecified;0,052177876;International Research Initiative on Adaptation to Climate Change (Implementation Phase);;;;;;;;;;;;;;;;
Canada;Bilateral, unspecified;0,040440805;Global Earth Observation System of Systems (GEOSS) Activities;;;;;;;;;;;;;;;;
Canada;Bilateral, unspecified;0,08896977;Contribution to the Group on Earth Observations (GEO) Trust Fund;;;;;;;;;;;;;;;;
Canada;Bilateral, unspecified;0,200306045;Contribution to Global Framework for Climate Services (GFCS);;;;;;;;;;;;;;;;
Canada;Bilateral, unspecified;6,147392522;Fast Start Contribution to Global Framework for Climate Services (GFCS) implementation in developing countries;;;;;;;;;;;;;;;;
Canada;Brazil;0,488045679;Sociocultural Adaptation of Caboclos Communities to Extreme Tidal Events in the Amazon Estuary of Brazil;;;;;;;;;;;;;;;;
Canada;Burkina Faso;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Burkina Faso;2,504456527;Climate Resilience Project in Boucle du Mouhoun / Projet rsilience climatique dans la Boucle du Mouhoun;;;;;;;;;;;;;;;;
Canada;Burkina Faso;0,001281959;Water, Health and Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
Canada;Burundi;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Cambodia;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Cameroon;2,724392565;Adapting to Climate Change through Entrepreneurship and Strengthening of Value Chains / Adaptation aux changements climatiques par l'entreprenariat et le renforcement des chanes de valeur;;;;;;;;;;;;;;;;
Canada;Cameroon;2,00306E-05;Altering the Climate of Poverty under Climate Change : the Forests of Congo Basin (sub-Saharan Africa);;;;;;;;;;;;;;;;
Canada;Central African Rep.;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Central African Rep.;2,00306E-05;Altering the Climate of Poverty under Climate Change : the Forests of Congo Basin (sub-Saharan Africa);;;;;;;;;;;;;;;;
Canada;Chad;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Chile;0,333509565;Climate Change Adaptation in Chile;;;;;;;;;;;;;;;;
Canada;Chile;0,80122418;Restoration of Degraded Soils in Chile;;;;;;;;;;;;;;;;
Canada;Chile;0,450688601;Ecological Restoration of Protected Areas as an Adaptation to Climate Change in Chile;;;;;;;;;;;;;;;;
Canada;Colombia;0,315482021;Climate Change Risk Management in Colombia;;;;;;;;;;;;;;;;
Canada;Comoros;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Congo, Dem. Rep.;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Congo, Dem. Rep.;2,00306E-05;Altering the Climate of Poverty under Climate Change : the Forests of Congo Basin (sub-Saharan Africa);;;;;;;;;;;;;;;;
Canada;Cote d'Ivoire;0,003855891;Water, Health and Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
Canada;Djibouti;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Egypt;0,003855891;Water, Health and Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
Canada;Equatorial Guinea;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Eritrea;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Ethiopia;0,414518249;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Ethiopia;15,16530179;Managing Environmental Resources for Climate Change Adaptation in Ethiopia / Gestion des ressources environnementales pour l'adaptation aux changements climatiques en thiopie;;;;;;;;;;;;;;;;
Canada;Ethiopia;1,811637979;Climate Resilience and Co-operatives / Rsilience climatique et coopratives;;;;;;;;;;;;;;;;
Canada;Ethiopia;1,872941644;Bati Adapts to Climate Change Impacts / Adaptation de Bati aux impacts du changement climatique;;;;;;;;;;;;;;;;
Canada;Ethiopia;0,485742159;Water Access and Rainwater Storage in Ethopia;;;;;;;;;;;;;;;;
Canada;Europe, regional;0,993968672;Support to the IFAD Adaptation for Smallholder Agriculture Programme 2012 / Appui au Programme d'adaptation de l'agriculture paysanne du FIDA 2012;;;;;;;;;;;;;;;;
Canada;Gambia;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Ghana;2,107680298;Expanding Climate Change Resilience in Northern Ghana / Expansion de la rsilience au changement climatique dans le Ghana du Nord;;;;;;;;;;;;;;;;
Canada;Ghana;0,003855891;Water, Health and Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
Canada;Guatemala;0,663013009;Climate Change Adaptation and Sustainable Forestry in Guatemala;;;;;;;;;;;;;;;;
Canada;Guinea;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Guinea;0,003855891;Water, Health and Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
Canada;Guinea-Bissau;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Haiti;0,414518249;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Haiti;3,549317561;Local Governance for Risk and Disaster Management in Haiti / Gouvernance locale pour la gestion des risques et des dsastres en Hati;;;;;;;;;;;;;;;;
Canada;Honduras;0,151653018;Building Capacity to Assess Infrastructure Vulnerability in Collaboration with Engineers Canada;;;;;;;;;;;;;;;;
Canada;Honduras;0,600918135;Infrastructure Risk Assessment in Honduras;;;;;;;;;;;;;;;;
Canada;Kenya;0,001794919;Linking African Researchers with Adaptation Policy Spaces;;;;;;;;;;;;;;;;
Canada;Kenya;0,991514923;Importance of National Parks for Climate Change Adaptation and Enhanced Ecosystem Services Around Conservation Areas in Kenya;;;;;;;;;;;;;;;;
Canada;Kiribati;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Laos;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Lesotho;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Liberia;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Madagascar;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Malawi;0,001794919;Linking African Researchers with Adaptation Policy Spaces;;;;;;;;;;;;;;;;
Canada;Malawi;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Maldives;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Mali;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Mauritania;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Mexico;0,125191278;Supporting the Development of GHG Inventory Systems in Mexico;;;;;;;;;;;;;;;;
Canada;Mexico;1,016553179;Capacity Building for Climate Change Adaptation in Protected Areas in the Northeast and Eastern Sierra Madre Region, Mexico;;;;;;;;;;;;;;;;
Canada;Morocco;0,003855891;Water, Health and Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
Canada;Mozambique;0,414518249;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Myanmar;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Nepal;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Niger;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;North & Central America, regional;80,12241802;Canadian Climate Fund for the Private Sector in the Americas / Fonds canadien pour le climat pour le secteur priv dans les Amriques;;;;;;;;;;;;;;;;
Canada;North of Sahara, regional;0,018700551;Synthesizing Learning on Adaptation to Climate Change;;;;;;;;;;;;;;;;
Canada;Peru;0,80122418;Climate Change Adaptation in Peru;;;;;;;;;;;;;;;;
Canada;Rwanda;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Rwanda;2,246051714;Learning Environmental Adaptations for Food Security / Apprentissage de techniques d'adaptation environnementale pour la scurit alimentaire;;;;;;;;;;;;;;;;
Canada;Samoa;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Sao Tome & Principe;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Senegal;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Senegal;3,022147501;Women's Entrepreneurship and Adaptation / Entrepreneuriat fminin et adaptation;;;;;;;;;;;;;;;;
Canada;Sierra Leone;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Solomon Islands;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Somalia;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;South & Central Asia, regional;0,020000559;Clean Energy and Water : an Assessment of Services for Adaptation to Climate Change;;;;;;;;;;;;;;;;
Canada;South America, regional;120,183627;Canadian Climate Fund for the Private Sector in the Americas / Fonds canadien pour le climat pour le secteur priv dans les Amriques;;;;;;;;;;;;;;;;
Canada;South America, regional;0,017136182;Clean Energy and Water : an Assessment of Services for Adaptation to Climate Change;;;;;;;;;;;;;;;;
Canada;South America, regional;0,048407294;Climate Finance Tracking Workshops;;;;;;;;;;;;;;;;
Canada;South of Sahara, regional;3,443739817;Climate Change, Agriculture and Food Security Challenge Program - 2010 / Programme pionnier Changements climatiques, agriculture et scurit alimentaire - 2010;;;;;;;;;;;;;;;;
Canada;South of Sahara, regional;2,00306045;Support to the Congo Basin Forest Partnership Facilitation / Appui  la facilitation du Partenariat pour les Forts du Bassin du Congo;;;;;;;;;;;;;;;;
Canada;South of Sahara, regional;11,92762406;Support to the IFAD Adaptation for Smallholder Agriculture Programme 2012 / Appui au Programme d'adaptation de l'agriculture paysanne du FIDA 2012;;;;;;;;;;;;;;;;
Canada;South of Sahara, regional;0,020000559;Clean Energy and Water : an Assessment of Services for Adaptation to Climate Change;;;;;;;;;;;;;;;;
Canada;South of Sahara, regional;0,09295202;Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
Canada;Sudan;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Tanzania;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Tanzania;3,111013277;Sustainable Market-led Agriculture and Resource Management / Agriculture durable axe sur les marchs et gestion des ressources;;;;;;;;;;;;;;;;
Canada;Timor-Leste;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Togo;0,412496209;Least Developed Country Fund for Adaptation to Climate Change / Fonds pour les pays les moins avancs consacr  l'adaptation aux changements climatiques;;;;;;;;;;;;;;;;
Canada;Tunisia;0,003855891;Water, Health and Climate Change Adaptation in Africa;;;;;;;;;;;;;;;;
